50000 
0.688262 -0.207452 -0.695168
-0.956674 -0.218558 0.192374
-0.271794 -0.264636 -0.925254
0.844622 0.432575 -0.315426
-0.938535 0.337528 -0.0722949
-0.812383 0.583068 0.0081036
0.514822 -0.47596 0.713036
0.386303 0.47752 -0.789141
-0.630935 -0.581305 -0.513814
0.342149 0.902629 -0.261142
-0.268306 0.899939 0.343688
0.733725 -0.601489 -0.316005
-0.217458 -0.932295 0.28903
0.64919 0.0600086 -0.758255
0.76546 -0.480405 0.428114
0.967033 0.00486877 -0.254604
0.9149 0.305118 0.264314
0.845743 -0.348549 -0.40402
0.355322 -0.785192 -0.507168
-0.094657 -0.95783 -0.271296
-0.69921 -0.711834 0.0663155
0.204143 0.8196 -0.535333
0.851979 0.500782 -0.152803
-0.938242 0.345191 0.0233551
-0.199902 0.89083 0.407997
0.594511 -0.301808 -0.745298
-0.933545 -0.237867 0.268167
-0.225482 -0.271655 -0.935608
-0.699171 -0.0828918 0.710133
-0.588076 0.124521 0.799162
0.200506 0.726702 -0.65704
-0.109605 0.647612 -0.754046
-0.155468 0.211269 0.964985
-0.235407 -0.389286 -0.890528
0.31356 -0.677589 0.665247
0.0768166 0.364076 -0.928196
0.625341 -0.527756 0.574824
0.618537 0.195737 -0.760986
-0.912994 -0.407945 0.00474587
-0.357293 0.825984 -0.435995
-0.33306 0.440522 -0.833673
0.575837 0.312403 -0.755524
-0.910398 -0.271636 0.312072
0.746866 0.542635 0.384368
0.412515 0.820329 0.396096
0.948152 -0.163444 -0.27257
0.679119 -0.592244 0.433642
-0.353679 -0.761576 0.54306
0.312413 0.208881 0.926697
0.939391 0.0667841 -0.336281
-0.0647363 0.192185 0.979221
0.815746 -0.441844 -0.373273
0.754568 0.506556 -0.417168
0.420318 0.589107 -0.690134
-0.717327 0.672149 0.183461
0.828449 0.511702 0.227669
0.968206 0.136651 0.209533
0.43566 0.511616 -0.740574
0.683852 -0.395624 -0.613048
-0.165189 -0.738199 -0.654045
0.506275 0.691466 0.515326
0.654939 -0.755543 0.0144925
-0.827564 0.55142 0.105233
-0.848657 0.395368 -0.351378
-0.316314 -0.78076 -0.538851
0.96352 -0.267626 0.00239596
0.745062 -0.665603 0.0430622
0.51281 0.211309 0.83209
0.165731 0.833451 -0.527155
-0.107899 0.840727 0.530599
0.265413 0.646215 -0.715515
0.133547 -0.866953 -0.480164
-0.64387 0.0105894 0.765062
0.671095 0.671608 -0.313965
0.54742 0.180852 0.817083
0.320227 0.0116094 0.94727
-0.0976351 0.974474 0.202157
-0.827122 0.511644 0.232572
0.345544 0.782221 0.518392
0.644071 0.52728 0.55421
-0.319587 0.725409 -0.609628
0.990936 0.0897119 -0.0999862
0.700301 0.598311 -0.389361
-0.88765 -0.454124 0.0764786
-0.625705 0.0663052 0.777237
-0.191928 0.280553 0.940454
0.782268 -0.451486 0.429205
-0.297594 0.920837 -0.251987
-0.164847 -0.728443 0.664978
-0.564766 0.171344 -0.807267
-0.739569 -0.641111 0.204974
0.990622 -0.0772378 0.112707
0.0652115 -0.951805 0.29969
-0.530647 0.738363 0.416213
-0.771657 -0.625607 -0.114726
0.489646 0.846283 -0.209887
-0.842054 0.130729 0.523311
0.523482 0.839656 0.144725
0.995982 -0.0821648 -0.0356304
0.022304 -0.356046 -0.934202
0.799584 0.0624706 0.597296
0.877551 0.442268 0.185212
-0.83242 -0.542443 0.11328
-0.867629 -0.129043 0.480175
0.239851 0.577307 0.780505
-0.330588 0.837992 0.434143
0.757328 0.640062 0.129521
0.310323 0.408073 -0.858589
-0.523488 0.830749 -0.189253
-0.780688 0.624911 0.00333661
-0.346088 0.051929 -0.936764
0.951562 0.225374 0.209133
0.120897 0.950546 0.286086
0.118984 -0.532362 -0.838113
-0.10163 0.928295 0.357687
-0.11703 0.0482898 -0.991954
-0.508325 0.656546 -0.557272
0.0401831 0.16603 0.985302
0.439182 -0.458808 -0.772409
0.847997 -0.507808 0.151763
-0.782167 0.560759 0.271594
0.269796 -0.95073 -0.152718
0.792405 0.105122 0.600869
-0.266785 -0.665128 -0.697446
0.986351 -0.0712106 -0.148463
0.155468 -0.971473 -0.179082
-0.625178 -0.500294 -0.599048
-0.922584 -0.340068 0.182188
0.103823 -0.626214 -0.772707
-0.0776839 0.992242 0.0970588
-0.226242 0.541635 0.809596
-0.183978 0.970431 0.156255
0.534 0.697085 0.478452
0.375908 -0.907079 -0.189478
0.784487 -0.501258 -0.365131
0.149973 -0.0383638 0.987945
0.923765 -0.0971819 -0.370423
-0.895199 0.288399 0.339772
-0.319783 -0.693118 0.646008
0.103639 -0.881922 -0.459862
-0.372849 0.396547 0.838889
0.324131 -0.0309538 0.945506
-0.899262 -0.437394 -0.0037158
-0.85352 -0.0659515 0.51687
0.948822 0.270695 -0.16267
-0.42243 0.649058 -0.632674
-0.261323 -0.100251 -0.960031
0.423176 -0.302515 -0.854053
-0.100815 0.86298 -0.495078
0.514959 -0.719827 -0.465473
0.157437 -0.126684 -0.97937
-0.228751 -0.581943 0.780394
-0.83247 0.144067 0.535012
0.153278 -0.886258 -0.437096
-0.706978 -0.183562 0.682998
-0.428006 0.855259 0.292136
0.45387 -0.811102 -0.368938
-0.0329713 -0.310131 -0.950122
0.681311 0.478963 -0.553544
-0.355581 -0.65171 -0.669952
-0.137771 0.136767 0.980976
-0.959131 -0.228874 0.166385
0.918675 0.370155 -0.13792
-0.736042 -0.651081 -0.185298
-0.994104 -0.0674608 -0.0848904
0.312647 -0.0143753 0.94976
0.585078 0.60214 0.543242
0.253912 -0.908853 -0.330932
0.466896 -0.189725 0.86372
-0.489641 -0.864561 0.11307
-0.805693 0.588568 -0.066681
0.997138 0.0692247 0.0303784
-0.496326 -0.0886951 0.863593
-0.991135 0.00662307 0.132691
0.348725 -0.674433 -0.650792
0.572671 0.76512 -0.294346
-0.522995 -0.245116 -0.81633
0.218331 -0.554814 -0.802815
-0.171735 -0.780897 0.600589
-0.345733 0.869179 0.353548
-0.409752 -0.0120911 -0.912117
-0.886423 -0.00695348 0.462825
-0.20836 -0.294778 -0.932573
0.0117968 0.951992 0.305895
0.313119 -0.351275 0.882362
0.0341287 0.807769 0.58851
0.452487 -0.764028 0.45991
-0.466852 -0.793138 -0.391128
-0.766465 0.409134 0.495117
-0.547826 -0.507925 0.664755
-0.340779 0.650185 0.679065
-0.374454 0.460297 -0.804929
-0.876455 -0.398863 0.269694
0.36286 0.769153 -0.526058
0.973029 0.00651222 -0.230591
0.325766 -0.365044 -0.872135
-0.626009 -0.282131 -0.726991
-0.0213548 0.0468831 0.998672
-0.157552 -0.977881 -0.137573
-0.00719181 -0.907903 0.41912
0.953542 0.0382606 -0.298821
-0.860108 0.473803 0.189008
-0.948463 -0.291225 0.124922
-0.361388 0.135323 0.922543
-0.0917134 0.406128 0.909202
0.934683 -0.00916296 0.355364
0.449167 -0.0575836 -0.89159
-0.75707 -0.396261 -0.519445
-0.256305 -0.675728 0.691158
-0.0352919 0.998758 -0.0351646
0.0500706 -0.479074 -0.876345
-0.674689 0.72954 0.112099
0.744059 0.340615 0.574768
0.275071 0.437552 -0.856086
0.89957 -0.342261 0.27135
0.203733 0.496667 -0.843691
0.478509 -0.875001 -0.0734981
0.83174 -0.217656 -0.510719
-0.154695 0.980823 -0.118556
0.541358 -0.830749 0.129566
0.834993 -0.245459 0.49248
-0.71821 0.205623 0.664751
0.401529 -0.714236 0.573273
0.263942 0.964063 0.0302903
-0.418258 -0.890872 0.177223
-0.510431 0.85873 0.0451931
0.0908292 0.362594 -0.92751
-0.0275351 -0.879263 -0.47554
-0.48214 0.706021 -0.518725
0.231879 -0.0773069 0.969668
0.922843 0.359728 0.137685
-0.0779627 -0.920013 -0.384055
0.727391 -0.285656 -0.623942
0.337483 0.639845 0.690437
-0.0495708 0.77204 -0.633638
-0.420041 -0.542535 0.727476
-0.453871 -0.489215 0.744762
-0.864165 -0.148156 0.480904
-0.362829 -0.530995 -0.765767
-0.555791 -0.399541 0.729015
0.420892 0.0246527 -0.906776
-0.506504 0.152094 0.848718
0.704503 -0.158156 0.691854
0.0139247 -0.437164 -0.899274
-0.544974 0.0920751 -0.833382
-0.0280201 -0.508384 -0.860675
0.887899 0.318133 0.332305
-0.990382 0.134249 -0.0334898
0.0243883 0.91116 0.41133
-0.340289 0.357059 0.869892
-0.872539 0.23126 0.430343
-0.28341 -0.939073 -0.194473
0.605888 0.337079 0.720609
0.689711 0.282842 0.666558
0.757011 -0.647059 0.0908298
-0.0766321 -0.204296 -0.975905
-0.901 0.0705264 -0.428049
-0.0545817 -0.975572 0.212793
0.292945 -0.956105 0.00676891
0.511125 0.850129 -0.126621
-0.272883 -0.604089 0.74874
-0.759871 0.328354 -0.561052
-0.737235 -0.554925 -0.385412
-0.717016 0.268514 -0.643264
-0.213221 0.976231 0.0388621
0.802363 -0.526434 -0.281214
0.589806 0.72406 -0.357585
0.264785 0.949465 0.168539
-0.620227 -0.705859 -0.342171
0.886255 -0.386262 0.255645
-0.558636 -0.672147 -0.485946
-0.513354 0.675035 -0.529902
-0.59972 0.622808 0.50244
-0.63352 0.400758 -0.66185
0.238632 0.725507 0.645519
-0.165945 -0.971472 0.169423
0.899898 -0.0374812 -0.434486
0.944085 -0.253324 0.211022
0.607538 0.567432 -0.555804
-0.280819 -0.862108 -0.421794
-0.573333 -0.625724 -0.528922
-0.358486 -0.0568366 0.931803
-0.468825 0.8554 -0.220214
-0.234796 0.336775 -0.911841
0.0345382 0.324353 0.945305
-0.28807 -0.951873 0.104657
0.572991 -0.662545 -0.482406
0.906142 -0.210887 -0.36665
0.181436 -0.981565 0.0600982
0.272712 -0.621854 0.734115
0.302568 0.305158 -0.902957
-0.880695 -0.411906 0.2339
-0.578569 -0.61809 0.532187
-0.375075 -0.16831 0.911587
0.479272 0.725545 -0.493845
-0.292171 0.636061 -0.714187
-0.15427 -0.951658 0.265609
0.832037 -0.54578 -0.0991933
0.497409 -0.315265 -0.808203
0.354224 0.232131 0.905892
